,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
0,CA1291251,877 Springbank Crescent #9,Woodstock,4,4/0,,,"2,484",$0.72,"$424,900","$1,800",03/23/2012,0.42,7
1,KW1144142,265 Westcourt Place #1102,Waterloo,1,0/0,1988,,"1,091",$2.93,"$215,000","$3,200",03/01/2012,1.49,18
2,KW1217390,110 Highland Road #79,Kitchener,3,0/0,2008,,"1,600",$10.50,"$282,500","$16,800",03/28/2012,5.95,20
3,KW1217419,276 King Street #303,Kitchener,2,0/0,,,"1,600",$11.48,"$299,900","$18,375",04/30/2012,6.13,53
4,KW1224068,89 Rockcliffe Drive,Kitchener,2,0/0,2006,,"1,580",$11.77,"$350,000","$18,600",05/08/2012,5.31,4
5,KW1217345,580 Beaver Creek Road #209,Waterloo,1,0/0,1990,,836,$28.71,"$29,800","$24,000",05/03/2012,80.54,56
6,KW1217424,616 Bayhampton Crescent,Waterloo,3,0/0,1989,,"2,040",$12.35,"$535,000","$25,200",05/09/2012,4.71,62
7,KW1221746,191 King Street #1112,Waterloo,2,0/0,,,"1,265",$19.92,"$399,900","$25,200",06/05/2012,6.30,48
8,KW1224633,605 Spinnaker Crescent,Waterloo,2,0/0,,,"1,550",$16.65,"$364,900","$25,800",05/24/2012,7.07,14
9,KW1138113,6 Willow Street #904,Waterloo,2,0/0,1993,,"1,400",$43.54,"$339,950","$60,957",04/03/2012,17.93,60
10,KW1211421,265 Weber Street #3,Kitchener,2,0/0,1948,,,,"$70,000","$65,000",03/20/2012,92.86,71
11,CA1290162,253 Owen Avenue,Simcoe,3,2/0,,,"1,190",$67.23,"$89,900","$80,000",02/24/2012,88.99,416
12,KW1221052,24 Mooregate Crescent #303,Kitchener,2,0/0,,,,,"$109,900","$107,000",05/10/2012,97.36,39
13,KW1224104,64 Benton Street #204,Kitchener,1,0/0,,,600,$179.17,"$109,900","$107,500",06/15/2012,97.82,43
14,KW1147300,203 Fairway Road #4,Kitchener,3,0/0,,,,,"$117,900","$110,000",02/29/2012,93.30,78
15,KW1211226,29 West Avenue #307,Kitchener,2,0/0,,,750,$146.67,"$114,500","$110,000",01/18/2012,96.07,15
16,KW1222056,30 Avalon Place #109,Kitchener,2,0/0,1983,,793,$138.71,"$114,500","$110,000",06/08/2012,96.07,44
